yyyyq,Index,D3,D12,E3,E12,bm,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx
20013,1040.94,4.14,15.74,5.23,28.31,0.148628588,0.0264,0.0717,0.0803,0.0542,-0.000782304,0.011066047,0.007914401,0.001671325,0.067552254,0.03626876,0.012288728,-0.001822915,0.038339153,-0.146712705,-0.149864664
20014,1148.08,3.98,15.74,5.45,24.69,0.131217846,0.0169,0.0677,0.0805,0.0575,0.000412452,0.016069793,0.004762845,-0.008988465,-0.021132636,0.014861734,0.007237089,-0.001336167,0.036503401,0.10984398,0.105897015
20021,1147.39,3.77,15.73,9.19,24.7,0.236833402,0.0179,0.0681,0.0811,0.0604,-0.016529005,0.016240774,0.004305239,0.01185826,-0.019251299,0.000321039,0.006766544,-0.00223859,0.0348744,0.002818455,-0.000599118
20022,989.81,4.15,16.04,6.87,26.74,0.266572502,0.017,0.0663,0.0795,0.0566,-0.007688074,0.029238366,0.0042886,0.006136379,0.0620574,0.044455157,0.010129335,-0.002606791,0.033997593,-0.134752685,-0.138092135
20023,815.29,3.901,15.801,8.53,30.04,0.324555156,0.0163,0.0615,0.074,0.048,0.003594186,0.032365271,0.004105522,0.006106952,0.123062937,0.089840701,0.032118193,-0.003212615,0.033528485,-0.169158538,-0.172858878
20024,879.82,4.256,16.077,3,27.59,0.295385896,0.0119,0.0621,0.0745,0.0484,0.000507966,0.028520874,0.003331451,-0.000556297,0.007367745,0.024379637,0.018678249,-0.004144305,0.032821942,0.085041149,0.079852685
20031,848.18,3.922,16.229,11.92,30.32,0.286156489,0.0113,0.0589,0.0695,0.049,0.003503761,0.026610612,0.002890274,0.018202398,0.008154918,0.020326997,0.013867812,NaN,0.032353725,-0.031522056,-0.036021701
20032,974.51,4.086,16.165,11.1,34.55,0.254522838,0.0092,0.0497,0.0619,0.0445,-0.009292843,0.001851412,0.002598866,-0.002714441,0.053525781,0.055762166,0.00729083,NaN,0.032942933,0.15511181,0.150161299
20033,995.97,4.322,16.586,12.56,38.58,0.246575206,0.0094,0.0572,0.0679,0.0523,-0.016190978,0.00719919,0.002324099,0.008165487,-0.033174485,-0.021256298,0.004881161,NaN,0.033422007,0.026745836,0.022275956
20034,1111.92,5.055,17.385,13.16,48.74,0.218769519,0.009,0.0562,0.066,0.0515,-0.018662422,0.006712015,0.002290792,-0.004859611,-0.017453428,-0.001516917,0.003220976,NaN,0.033375895,0.120605685,0.115323322
20041,1126.21,4.56,18.023,15.18,52,0.271295751,0.0094,0.0533,0.0611,0.0474,-0.016548448,0.012056919,0.002293417,0.016820402,0.056824134,0.049067488,0.003570793,NaN,0.033240933,0.018268414,0.014124464
20042,1140.84,4.664,18.601,15.25,56.15,0.26927367,0.0127,0.0601,0.0678,0.0532,-0.01493108,0.012324481,0.002694062,0.012273212,-0.052269682,-0.051379984,0.002979306,NaN,0.03354716,0.017345063,0.013111493
20043,1114.58,4.882,19.163,14.18,57.77,0.278762374,0.0165,0.0546,0.0627,0.0488,-0.016595884,0.009123405,0.003721255,0.001054296,0.065746128,0.069318931,0.002925606,NaN,0.034090346,-0.01874065,-0.023167364
20044,1211.92,5.334,19.44,13.94,58.55,0.26059514,0.0219,0.0547,0.0615,0.0484,-0.023513239,0.013007185,0.005025026,0.002106372,0.016430631,0.02167105,0.00281573,NaN,0.034467107,0.091803243,0.083485906
20051,1180.59,5.345,20.226,16.95,60.32,0.335022887,0.0274,0.054,0.0606,0.0488,-0.019528545,0.009205455,0.006355052,0.015764582,0.009494925,0.003487388,0.002515743,NaN,0.034645554,-0.020251162,-0.024753934
20052,1191.33,5.364,20.926,18.29,63.36,0.342482752,0.0297,0.0496,0.0586,0.0429,-0.01654026,0.007551595,0.007175421,0.006207967,0.08594521,0.078155272,0.003227429,NaN,0.034748398,0.013921612,0.00929993
20053,1228.81,5.432,21.475,17.39,66.57,0.332964319,0.0342,0.0513,0.0603,0.0464,-0.017029646,0.006060138,0.008423532,0.022107969,-0.030378724,-0.032616796,0.002006532,NaN,0.034909928,0.036078767,0.031457478
20054,1248.29,6.079,22.22,17.29,69.93,0.328341498,0.0389,0.0537,0.0632,0.0461,-0.01495653,0.003735874,0.009597199,-0.010060362,0.014226663,0.011557246,0.002790882,NaN,0.03501077,0.02209874,0.017179672
